id;Balise_Mere;title;label ;propriete de;aspect de;discipline;count
Q2485083;;moyen de suicide;manière pour un ou plusieurs individus de se donner intentionnellement la mort;{Q1799072, Q1931388};null;null;1
Q470850;;Mullidae;famille de poissons;{null};null;null;1
Q2555896;;municipalité de Colombie;administration territoriale de la Colombie;{Q1763214, Q13220204, Q2824644};null;null;1
Q41067667;;municipalité de Tunisie;type de division administrative tunisienne pour les municipalités;{Q15284, Q3266850, Q7631079, Q13221722};null;null;1
Q2074737;TOPONYMIE;municipalité d'Espagne;division administrative de l'Espagne;{Q3183364, Q15284, Q1763214};null;null;7
Q3184121;;municipalité du Brésil;division administrative des États au Brésil;{Q10374536, Q1048835, Q15284, Q13220204, Q192611};null;null;2
Q13217644;;municipalité du Portugal;type de division administrative portugaise;{Q13220204, Q380230, Q1633408, Q11618279, Q41791733};null;null;2
Q562061;;municipalité marchande;type de commune en Allemagne;{Q15284};null;null;1
Q42744322;;municipalité urbaine d'Allemagne;type de municipalité;{Q262166, Q13539802, Q515};null;null;1
Q3309852;;Mutilation génitale;Modification permanente ou temporaire des organes génitaux humains;{Q890057, Q767568};null;null;1
Q5864;;naine jaune;étoile appartenant à la séquence principale;{Q244393, Q1007122, Q3450};null;null;1
Q819049;;nantissement;droit de gage mobilier;{null};null;null;1
Q3336843;;nation constitutive;une des 4 subdivision territoriale du Royaume-Uni;{Q717478, Q1763527, Q10864048};null;null;2
Q82042;;nature;ensemble d'emplois linguistiques apparentés d'un mot;{Q16889133};null;null;6
Q11446;PRODUIT;navire;type d'embarcation;{Q1229765, Q16391167};null;null;2
Q1216998;;néoplasie;néoformation de tissus corporels qui se produit à la suite d'un dérèglement de la croissance cellulaire;{Q12136};null;null;1
Q407752;;neurotoxine;Pas de descriptions;{Q184651, Q50379880};null;null;1
Q1417728;;nom commercial;type de wordmark;{Q837816};null;null;1
Q101352;IDENTITE;nom de famille;partie d'un nom de personne qui est transmise à un enfant par l'un de ses parents;{Q10856962};null;null;10
Q502895;IDENTITE;nom vernaculaire;nom utilisé dans le langage courant pour un taxon ou un organisme;{Q82799, Q30060629, Q913170};null;null;13
Q104083;;nombre grammatical;trait grammatical caractérisant certains lemmes comme les noms et adjectifs, les pronoms ainsi que les verbes;{Q980357};null;null;1
Q173091;;nombre transcendant;nombre complexe qui n'est racine d'aucun polynôme à coefficients entiers;{Q607728};null;null;1
Q245102;;nombre triangulaire;nombre figuré;{Q836270};null;null;1
Q376431;;noms et adjectifs de couleur;terminologie;{Q1969448, Q8171};null;Q1520130;1
Q27084;;notation en parts-par;Pas de descriptions;{Q255388};null;null;1
Q595523;;notion;connaissance élémentaire;{Q9081};null;null;1
Q2095;ALIMENT;nourriture;élément d'origine animale, végétale, fongique, consommé par des êtres vivants à des fins énergétiques ou nutritionnelles, dans le processus d'alimentation;{Q1194058, Q223557};null;Q2111686;5
Q477544;;nouveau mouvement religieux;type de mouvement;{Q2742167, Q1826286};null;Q34187;2
Q63116;;numéral;sous-catégorie de déterminant indéfini ou déterminatif indéfini;{Q576271, Q503992};null;null;3
Q181394;ELEMENTS;nutriment;objet de la nutrition;{Q79529};null;null;1
Q488383;;objet;tout ce qui existe et peut être utilisé par un sujet;{Q35120};null;null;2
Q337060;COMPOSANTS;objet;entité qui est physiquement perceptible;{Q223557};null;null;4
Q15706911;;objet fictionnel;object existant dans un univers fictionnel;{Q14897293};null;null;1
Q50380212;;objet flottant;Pas de descriptions;{Q337060};null;null;1
Q618123;;objet géographique;entité identifiée de manière unique par une donnée spatiale;{Q27096213};Q1071;null;1
Q20203727;;objet mythologique récipient;objet présent dans une mythologie;{Q24334685};null;null;2
Q21029893;;objet religieux;objet utilisé en religion;{Q8205328, Q56627913};null;null;2
Q223557;PRODUIT;objet tangible;substance ou objet matériel;{Q4406616, Q1454986, Q35459920};null;Q413;5
Q639907;;observation médicale;observation, constatation, constat médical(e);{Q193181};null;Q11190;2
Q318028;;obus;Pas de descriptions;{Q185785};null;null;1
Q63187345;;occupation religieuse;une profession qui sert un but dans le contexte d'une religion;{Q12737077, Q4164871, Q108290376};null;null;5
Q63188808;TRAVAIL;occupation religieuse catholique;occupation ou profession qui sert un but dans le contexte de l'Église catholique;{Q63188683, Q4164871, Q108290376};null;null;2
Q63188683;TRAVAIL;occupation religieuse chrétienne;occupation ou profession qui sert un objectif dans le contexte du christianisme;{Q63187345, Q4164871, Q28640, Q108290376};null;null;5
Q108377574;TRAVAIL;Occupation religieuse islamique;Pas de descriptions;{Q63187345, Q4164871, Q108290376, Q28640};null;null;3
Q63187384;TRAVAIL;occupation religieuse juive;occupation ou profession qui sert un objectif dans le contexte du judaïsme;{Q63187345, Q108290376, Q4164871, Q28640};null;null;1
Q91188763;TRAVAIL;occupation religieuse orthodoxe;occupation ou profession qui sert un objectif dans le contexte des Églises orthodoxes;{Q63188683, Q4164871, Q108290376};null;null;1
Q1190554;;occurrence;occurrence d’un fait ou objet dans l’espace-temps ;{Q26907166};null;null;13
Q182406;;Océanide;nymphe aquatique dans la mythologie grecque;{Q3059255, Q3346693, Q20575671};null;null;1
Q1640962;IDENTITE;odonymie;nom désignant une voie de communication;{Q82799, Q7884789};null;null;2
Q386724;;œuvre;objet physique ou virtuel résultant d'un travail anthropique, c'est-à-dire réalisé par l'humain;{Q15401930};null;null;2
Q17537576;;œuvre créative;Pas de descriptions;{Q15621286};null;null;1
Q838948;;œuvre d’art;produit s'adressant délibérément aux sens, aux émotions et à l'intellect;{Q17537576, Q18593264, Q28877};null;Q50637;3
Q47461344;LITTÉRATURE;œuvre écrite;toute œuvre créative sous forme écrite ou textuelle (inscriptions, manuscrits, etc.);{Q17537576};null;null;46
Q7725634;LITTÉRATURE;œuvre littéraire;produit artistique d'un écrivain;{Q47461344, Q838948, Q1318295};null;null;56
Q2188189;;œuvre musicale;œuvre d'art composée de sons et de rythmes;{Q838948};null;null;1
Q105543609;MUSIQUE;œuvre/composition musicale;métaclasse Wikidata;{Q207628, Q2188189};null;null;16
Q1777205;;offices dans le judaïsme;Pas de descriptions;{Q40953};null;null;1
Q4226220;;officier naval;Pas de descriptions;{Q56019, Q10669499};null;null;3
Q600236;MEDECINE;opération chirurgicale;chirurgie instrumentale sur ou dans le corps d'un patient dans le but de la thérapie;{Q796194};null;null;4
Q657596;;opération unaire;opération à un opérande, et qui n'a besoin que d'un seul opérateur;{Q3884033, Q7882311};null;null;2
Q427523;;opioïde;opiacé de synthèse;{Q3706669, Q173235, Q940, Q12830468, Q75005474};null;null;1
Q42998;;orchestre;ensemble musical;{Q11072804, Q32178211};null;null;1
Q657326;;ordre;Pas de descriptions;{Q187588};null;null;1
Q2003221;;ordre de chevalerie;organisations;{Q992253, Q8425, Q193622, Q55097243};null;null;1
Q858700;;ordre juridique;Pas de descriptions;{null};Q7748;null;1
Q2061186;;ordre religieux;Communauté des hommes ou des femmes qui se lient par des vœux religieux sur leur mode de vie et vivent une vie spirituelle dans la communauté;{Q2742167, Q1530022};null;null;3
Q712378;COMPOSANTS;organe;ensemble de tissus concourant à la réalisation d'une fonction physiologique;{Q4936952};null;null;4
Q4620674;;organe sexuel;Pas de descriptions;{Q712378, Q43022214};null;null;1
Q43229;ENTITE;organisation;entité sociale (non nécessairement commerciale) réunissant des personnes en un groupe structuré gérant des moyens communs pour répondre à certains besoins ou poursuivre des objectifs collectifs;{Q106559804, Q16334295, Q6671777};null;null;4
Q17149090;;organisation armée;organisation disposant d'armes;{Q43229};null;null;1
Q21980538;;organisation commerciale;entreprise à but lucratif;{Q4830453, Q6881511};null;null;1
Q1788992;;organisation criminelle;Pas de descriptions;{Q43229, Q1920219};null;null;2
Q7210356;;organisation politique;entité impliquée dans les processus et prises de décisions politiques;{Q43229};null;null;2
Q2493450;;organisation politique de jeunesse;type d'organisation;{Q8059357, Q7210356};null;null;1
Q1530022;;organisation religieuse;organisation qui organise la pratique commune d'une religion;{Q43229};Q9174;null;1
Q4430243;;organisation sociale;Pas de descriptions;{Q7887142, Q2083958, Q43229};Q43229;Q21201;1
Q17127659;;organisation terroriste;type de organisation;{Q1788992, Q7210356};null;null;1
Q163740;;organisme sans but lucratif;organisme qui utilise ses revenus pour servir ses objectifs sociaux, culturels ou scientifiques dans la communauté plutôt que de les distribuer comme profit ou dividendes à ses membres;{Q43229};null;Q975065;1
Q1444;;orgue;instrument de musique à clavier;{Q52954};null;Q11163731;1
Q17888;;orientation sexuelle;mode durable d'attirance affective et/ou sexuelle;{Q4042967, Q3702971};Q154136;null;5
Q546776;;orifice du corps;orifice fonctionnelle dans le corps d'un être vivant;{Q20204151, Q28654074};null;null;1
Q335261;;ornement;décoration utilisée pour embellir un bâtiment ou un objet;{Q6149036, Q1519454, Q8205328};null;null;1
Q265868;BIOLOGIE;os;tissu conjonctif solidifié;{Q24060765, Q629103, Q66545297};null;null;6
Q928150;;os plat;Pas de descriptions;{Q265868};null;null;1
Q39546;PRODUIT;outil;instrument physique utilisable pour exercer une action;{Q10273457, Q2424752, Q35825432};null;null;17
Q2578402;;outil à main;outil qui est actionné à la main;{Q39546};null;null;1
Q3629395;;outil agricole;Pas de descriptions;{Q39546, Q1183543, Q10273457};Q11451;null;2
Q1760958;;outil de coupe;Outil utilisé pour la coupe ou l'enlèvement de matière;{Q39546};null;null;2
Q1494647;;outil de jardin;Pas de descriptions;{Q39546, Q10273457};null;null;1
Q20088085;;page de dictionnaire dans Wikipédia;Pas de descriptions;{Q15474042, Q1580166};null;null;2
Q13406463;;page de liste de Wikimedia;page listants des éléments de même nature dans un wiki de Wikimedia;{Q12139612, Q17442446, Q15633587, Q14204246};null;null;4
Q22808320;;page d'homonymie de nom de personne de Wikimedia;type de page d'homonymie de Wikimedia;{Q4167410, Q15623926};null;null;12
Q4167410;;page d'homonymie de Wikimedia;page de Wikimedia contenant des liens à articles avec le même nom;{Q15633587, Q17442446};null;null;6509
Q17362920;;page en doublon;doublon avec un autre élément dû à un doublon sur un autre projet Wikimédia. Doit être fusionnée après règlement du problème sur les autres projets Wikimedia;{Q17379835, Q1263068, Q15138389};null;null;2
Q1148747;;paiement;type d'opération financière;{Q1166072};null;null;1
Q7802;;pain;aliment de base fabriqué à partir de farine, de sel et d'eau;{Q736427, Q4498085};null;null;1
Q16560;;palais;édifice monumental;{Q41176};null;null;1
Q811195;;panneaux structurels isolés;composants préfabriqués en construction;{Q478496};null;null;1
Q207320;;paramilitaire;force non-militaire organisée comme une armée professionnelle;{Q1673189};null;null;1
Q171318;CIVILISATION;parenté;relation sociale fondée sur l'existence d'une alliance, d'une filiation commune, ou d'une adoption;{Q874405, Q853725};null;null;9
Q131746;;parfum;composition odorante;{Q131207, Q2151963};null;null;1
Q7278;;parti politique;organisation politique qui cherche à influencer une politique gouvernementale;{Q79913, Q155076, Q7210356};null;null;2
Q1497384;;partie d'un bâtiment;Pas de descriptions;{Q56052926};null;null;1
Q56883667;;partie d'un champignon;Pas de descriptions;{Q4936952};null;null;1
Q19603939;COMPOSANTS;partie d'un édifice;un des éléments qui constituent un édifice;{Q8205328, Q214609};null;null;4
Q14864881;;partie d'une cellule;Pas de descriptions;{Q5058355};null;null;1
Q20011319;PLANTE;partie d'une plante;Pas de descriptions;{Q28845870, Q4936952};Q756;Q655362;8
Q20888925;;parties, caractéristiques et technologies de l'appareil photographique;Pas de descriptions;{Q66310125};Q15328;null;1
Q384748;;pas de danse;séquence planifiée, codifiée de mouvements lors d’une danse;{Q3326454};null;null;1
Q72070508;;Pas de labels FR;Pas de descriptions;{Q98119401};Q2393187;null;2
Q78155096;;Pas de labels FR;Pas de descriptions;{Q98119151, Q420927};Q420927;null;2
Q16748867;EE;Pas de labels FR;Pas de descriptions;{Q9415};null;Q9357054;4
Q42303753;;Pas de labels FR;Pas de descriptions;{Q929833, Q179630};null;null;8
Q6957341;RELIGION;Pas de labels FR;Pas de descriptions;{Q9174};null;null;2
Q109335991;RELIGION;Pas de labels FR;Pas de descriptions;{Q9174};null;null;1
Q1189816;RELIGION;Pas de labels FR;Pas de descriptions;{Q9174};null;null;1
Q104601365;;Pas de labels FR;Pas de descriptions;{Q8434};null;null;1
Q60673395;;Pas de labels FR;Pas de descriptions;{Q839546};null;null;2
Q7631958;TOPONYMIE;Pas de labels FR;Pas de descriptions;{Q82794};null;null;1
Q686831;;Pas de labels FR;Pas de descriptions;{Q82604};Q571;null;1
Q83155724;;Pas de labels FR;Pas de descriptions;{Q82047057};null;null;2
Q1394771;;Pas de labels FR;type de vent;{Q8094};null;null;1
Q78129516;;Pas de labels FR;Pas de descriptions;{Q8074};null;null;1
Q3737844;;Pas de labels FR;Pas de descriptions;{Q78081419};null;null;1
Q3685476;;Pas de labels FR;Pas de descriptions;{Q747074, Q19730508};null;null;2
Q690292;;Pas de labels FR;Pas de descriptions;{Q7340417};null;null;1
Q72044356;;Pas de labels FR;Pas de descriptions;{Q72070508};null;null;1
Q71376028;;Pas de labels FR;Pas de descriptions;{Q71377943, Q3269344};null;null;1
Q50825544;;Pas de labels FR;Pas de descriptions;{Q6942574};null;null;1
Q67518233;;Pas de labels FR;Pas de descriptions;{Q67518978, Q3249551};null;null;1
Q17587776;;Pas de labels FR;Pas de descriptions;{Q6671777, Q937228};null;null;1
Q66557832;;Pas de labels FR;Pas de descriptions;{Q66523253};null;null;1
Q96754171;;Pas de labels FR;Pas de descriptions;{Q6460735};null;null;1
Q21506450;;Pas de labels FR;Pas de descriptions;{Q62934160};Q176799;null;5
Q62933848;;Pas de labels FR;Pas de descriptions;{Q62933934, Q23905069};null;null;1
Q62934264;;Pas de labels FR;Pas de descriptions;{Q62933934, Q21506450};null;null;2
Q1529874;;Pas de labels FR;Pas de descriptions;{Q618123, Q15989253};null;null;1
Q2544182;;Pas de labels FR;Pas de descriptions;{Q6149036};null;null;1
Q55662747;;Pas de labels FR;type de dyade;{Q59199015, Q29431432};Q494483;null;3
Q1803829;;Pas de labels FR;Pas de descriptions;{Q58778};null;null;2
Q2516436;;Pas de labels FR;Pas de descriptions;{Q58778, Q43229};null;null;1
Q28109769;;Pas de labels FR;Pas de descriptions;{Q5839321, Q216545};null;null;1
Q3408368;;Pas de labels FR;Pas de descriptions;{Q5767753};null;null;1
Q2673813;;Pas de labels FR;Pas de descriptions;{Q573};null;null;1
Q4292136;;Pas de labels FR;Pas de descriptions;{Q5725005};null;Q228736;2
Q56147859;;Pas de labels FR;Pas de descriptions;{Q56052926};null;null;1
Q1762471;;Pas de labels FR;Pas de descriptions;{Q560311, Q11177771, Q12767945};null;null;2
Q23457088;;Pas de labels FR;Pas de descriptions;{Q5522423};null;null;1
Q55215846;;Pas de labels FR;métaclasse de premier ordre;{Q55214844};null;null;2
Q55215251;;Pas de labels FR;terme;{Q55214844, Q96273743};null;null;11
Q21009057;;Pas de labels FR;Pas de descriptions;{Q5457310};null;null;1
Q61915880;;Pas de labels FR;Pas de descriptions;{Q52193405, Q181970};null;null;3
Q72941151;;Pas de labels FR;Pas de descriptions;{Q50379880};null;null;1
Q450307;;Pas de labels FR;Pas de descriptions;{Q4991371, Q47064};null;null;1
Q6055843;;Pas de labels FR;Pas de descriptions;{Q483394};Q6934782;null;1
Q107467117;;Pas de labels FR;métaclasse Wikidata;{Q483394, Q24016972};null;null;2
Q7692348;;Pas de labels FR;phénomène;{Q483247, Q944806};null;null;1
Q2360980;;Pas de labels FR;Pas de descriptions;{Q47574};null;null;3
Q2627400;;Pas de labels FR;terme;{Q47495022};null;null;1
Q47103999;;Pas de labels FR;Pas de descriptions;{Q47279819};Q1949963;null;2
Q44575957;;Pas de labels FR;Pas de descriptions;{Q44580842};null;null;1
Q2176252;;Pas de labels FR;terme;{Q43035};null;null;1
Q4338148;;Pas de labels FR;Pas de descriptions;{Q4173974};Q124794;null;1
Q11197007;;Pas de labels FR;type de groupe;{Q41710, Q4392985};null;null;7
Q4536544;;Pas de labels FR;Pas de descriptions;{Q408891};null;Q8162;1
Q109682310;;Pas de labels FR;Pas de descriptions;{Q4070702, Q4897819};null;null;4
Q15398983;;Pas de labels FR;Pas de descriptions;{Q4005761};null;null;1
Q50002046;;Pas de labels FR;Pas de descriptions;{Q38348};null;null;1
Q1985623;;Pas de labels FR;Pas de descriptions;{Q37756};null;null;1
Q27955379;;Pas de labels FR;Pas de descriptions;{Q376799};Q516739;null;1
Q9338812;;Pas de labels FR;Pas de descriptions;{Q372923};null;null;1
Q2514663;;Pas de labels FR;Pas de descriptions;{Q33111788};null;null;1
Q71784320;;Pas de labels FR;Pas de descriptions;{Q3269344};null;null;3
Q71787836;;Pas de labels FR;Pas de descriptions;{Q3269344};null;null;1
Q72055753;;Pas de labels FR;Pas de descriptions;{Q3269344};null;null;1
Q2042898;;Pas de labels FR;Pas de descriptions;{Q3254959};null;null;1
Q33059434;;Pas de labels FR;Pas de descriptions;{Q3249551};null;null;1
Q1668151;;Pas de labels FR;Pas de descriptions;{Q3241972};null;Q82622;3
Q1343715;;Pas de labels FR;Pas de descriptions;{Q32098};null;null;1
Q1680012;;Pas de labels FR;Pas de descriptions;{Q287};null;null;1
Q56604560;;Pas de labels FR;Pas de descriptions;{Q28640};null;null;2
Q27303890;;Pas de labels FR;Pas de descriptions;{Q27303980};null;null;1
Q5932254;;Pas de labels FR;Pas de descriptions;{Q2725376};null;null;2
Q784969;;Pas de labels FR;Pas de descriptions;{Q27214933};Q69883;null;1
Q41890459;;Pas de labels FR;Pas de descriptions;{Q27058130};null;null;1
Q64504099;;Pas de labels FR;Pas de descriptions;{Q2695280};Q999646;null;1
Q81941037;;Pas de labels FR;type de technique;{Q2695280, Q12894677};Q867147;null;2
Q106589826;;Pas de labels FR;Pas de descriptions;{Q25894868};null;null;3
Q105760881;;Pas de labels FR;Pas de descriptions;{Q2465832};null;null;1
Q24534061;;Pas de labels FR;Pas de descriptions;{Q24533670, Q24335044};null;null;2
Q31172650;;Pas de labels FR;Pas de descriptions;{Q2393196};null;null;6
Q23905071;;Pas de labels FR;Pas de descriptions;{Q23905069, Q21506450};Q15627509;null;2
Q66745531;;Pas de labels FR;Pas de descriptions;{Q2362312, Q2465832};null;Q8162;2
Q47495022;;Pas de labels FR;Pas de descriptions;{Q23497974};null;Q333;2
Q106720965;;Pas de labels FR;Pas de descriptions;{Q23404};null;null;1
Q759968;;Pas de labels FR;Pas de descriptions;{Q2304418};null;null;1
Q12119802;;Pas de labels FR;Pas de descriptions;{Q223393};null;null;3
Q106238462;;Pas de labels FR;Pas de descriptions;{Q223393};null;null;1
Q41691016;;Pas de labels FR;Pas de descriptions;{Q219426};null;null;1
Q63645073;;Pas de labels FR;Pas de descriptions;{Q2184645};null;null;1
Q107478770;;Pas de labels FR;Pas de descriptions;{Q21550682, Q21146257};null;null;2
Q108586636;;Pas de labels FR;métaclasse Wikidata;{Q21146257};null;null;3
Q11696608;;Pas de labels FR;Pas de descriptions;{Q21040055};null;null;1
Q17062980;;Pas de labels FR;Pas de descriptions;{Q2095};null;null;3
Q5368822;;Pas de labels FR;Pas de descriptions;{Q2095};null;null;1
Q2441645;;Pas de labels FR;Pas de descriptions;{Q2085518, Q1207505, Q758871};null;null;1
Q68618328;;Pas de labels FR;Pas de descriptions;{Q208469, Q61610698, Q69197847};null;null;1
Q4536543;;Pas de labels FR;Pas de descriptions;{Q20825842};null;null;1
Q3267791;;Pas de labels FR;Pas de descriptions;{Q20719696};null;null;1
Q23012297;;Pas de labels FR;Pas de descriptions;{Q200928};null;null;1
Q22676022;;Pas de labels FR;Pas de descriptions;{Q20027951, Q20026879};null;null;2
Q41014950;;Pas de labels FR;Pas de descriptions;{Q1969448};null;null;9
Q76397847;;Pas de labels FR;Pas de descriptions;{Q1969448};null;null;1
Q77094271;;Pas de labels FR;Pas de descriptions;{Q1969448};null;null;1
Q104098715;;Pas de labels FR;Pas de descriptions;{Q19478619};null;null;1
Q1814351;;Pas de labels FR;Pas de descriptions;{Q1914636, Q98144562};Q87075524;null;1
Q2349219;;Pas de labels FR;Pas de descriptions;{Q1914636, Q22687823};null;null;1
Q1782301;;Pas de labels FR;Pas de descriptions;{Q1914636, Q133500};null;null;1
Q20026879;;Pas de labels FR;Pas de descriptions;{Q1875621};null;null;5
Q20031543;;Pas de labels FR;Pas de descriptions;{Q1875621};null;null;1
Q62521854;;Pas de labels FR;Pas de descriptions;{Q186081};null;null;1
Q86923152;;Pas de labels FR;Pas de descriptions;{Q18603648, Q31464082};null;null;1
Q7225120;;Pas de labels FR;Pas de descriptions;{Q185451};Q7163;null;1
Q107434367;;Pas de labels FR;Pas de descriptions;{Q1826286};null;null;1
Q108465955;;Pas de labels FR;Pas de descriptions;{Q1792379};null;null;3
Q26262142;;Pas de labels FR;Pas de descriptions;{Q1783819};null;null;1
Q18913069;;Pas de labels FR;Pas de descriptions;{Q17624054};null;null;1
Q1295240;;Pas de labels FR;Pas de descriptions;{Q17489659, Q2668072};null;null;1
Q103818207;;Pas de labels FR;Pas de descriptions;{Q173600};null;null;1
Q56256178;;Pas de labels FR;métaclasse Wikidata;{Q17339814};null;null;3
Q74892521;;Pas de labels FR;Pas de descriptions;{Q17339814};null;null;1
Q1156686;;Pas de labels FR;Pas de descriptions;{Q16889133};Q83180;null;3
Q23702033;;Pas de labels FR;Pas de descriptions;{Q16889133};null;null;1
Q2581063;;Pas de labels FR;Pas de descriptions;{Q16889133};null;null;1
Q33294038;;Pas de labels FR;Pas de descriptions;{Q16889133};null;null;1
Q60331415;;Pas de labels FR;Pas de descriptions;{Q16887380};null;null;1
Q25380035;;Pas de labels FR;Pas de descriptions;{Q16334295};null;null;1
Q104937092;;Pas de labels FR;Pas de descriptions;{Q1616877};null;null;1
Q7451247;;Pas de labels FR;Pas de descriptions;{Q160402, Q12558574};null;null;3
Q304904;;Pas de labels FR;Pas de descriptions;{Q1603416};null;null;1
Q19790488;;Pas de labels FR;Pas de descriptions;{Q156};null;null;1
Q4931513;;Pas de labels FR;Pas de descriptions;{Q155930, Q2806437, Q2072431, Q1067164};null;null;1
Q51696175;;Pas de labels FR;Pas de descriptions;{Q15275719};null;null;1
Q41172303;;Pas de labels FR;Pas de descriptions;{Q151885};null;null;2
Q20820018;;Pas de labels FR;Pas de descriptions;{Q151885};null;null;1
Q1344851;;Pas de labels FR;concept juridique;{Q1498273};null;null;1
Q47512214;;Pas de labels FR;Pas de descriptions;{Q14825551};null;null;1
Q65921414;;Pas de labels FR;Pas de descriptions;{Q1445650};Q172331;null;1
Q15884100;;Pas de labels FR;Pas de descriptions;{Q13698, Q15220419};null;null;1
Q1879292;;Pas de labels FR;Pas de descriptions;{Q1365249};null;null;1
Q659390;;Pas de labels FR;Pas de descriptions;{Q131841};null;null;1
Q66310125;;Pas de labels FR;Pas de descriptions;{Q1310239, Q22811462};null;null;1
Q22687823;;Pas de labels FR;Pas de descriptions;{Q13024547};null;null;2
Q4442611;;Pas de labels FR;Pas de descriptions;{Q1292119, Q1792644};null;null;1
Q66472631;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q3053334;null;5
Q66664364;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q8162;null;3
Q96634632;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q9418;Q9418;2
Q64513524;TECHNOLOGIE;Pas de labels FR;type de terme technique;{Q12812139};Q8134;null;1
Q64588497;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q1779838;null;1
Q66739237;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q3972943;null;1
Q66747126;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q21198;null;1
Q77330535;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q1069;Q42417109;1
Q77331377;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q41767;null;1
Q77478212;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q184940;null;1
Q87372404;TECHNOLOGIE;Pas de labels FR;Pas de descriptions;{Q12812139};Q43015;null;1
Q5303685;;Pas de labels FR;Pas de descriptions;{Q12558574};null;null;1
Q65193474;;Pas de labels FR;Pas de descriptions;{Q12453};null;null;1
Q55788864;;Pas de labels FR;Pas de descriptions;{Q12136, Q2852249};null;null;1
Q82036085;;Pas de labels FR;Pas de descriptions;{Q1207505, Q937228};null;null;1
Q4818719;;Pas de labels FR;Pas de descriptions;{Q1207505, Q8208709};null;null;1
Q5373787;;Pas de labels FR;Pas de descriptions;{Q11801374};null;null;1
Q11496901;JEU;Pas de labels FR;Pas de descriptions;{Q11410};null;null;1
Q4859485;;Pas de labels FR;Pas de descriptions;{Q1135882};null;null;1
Q6942574;MUSIQUE;Pas de labels FR;Pas de descriptions;{Q109659725};null;null;1
Q574302;;Pas de labels FR;Pas de descriptions;{Q109559516, Q426145};null;null;1
Q105096490;;Pas de labels FR;Pas de descriptions;{Q1075, Q18054608, Q64732777};null;Q7150;3
Q55511472;;Pas de labels FR;Pas de descriptions;{Q1064242, Q326277};null;null;1
Q58483083;;Pas de labels FR;Pas de descriptions;{Q105543609, Q7725634, Q25379};null;null;2
Q30149195;CROYANCE;Pas de labels FR;type de thème littéraire;{Q1053916, Q23847174};Q1845;Q794605;4
Q10860585;;Pas de labels FR;Pas de descriptions;{Q1048835, Q19953632};null;null;1
Q44597158;METIER;Pas de labels FR;Pas de descriptions;{Q1047113};null;null;1
Q106078286;;Pas de labels FR;Pas de descriptions;{Q104157};null;null;1
Q917125;;Pas de labels FR;Pas de descriptions;{Q10400865};null;null;1
Q103914748;CORPS HUMAIN;Pas de labels FR;Pas de descriptions;{Q104007623};null;null;6
Q103843025;;Pas de labels FR;Pas de descriptions;{Q103813670};null;null;1
Q2270606;;Pas de labels FR;Pas de descriptions;{Q10354783, Q1914636, Q2110808};Q2110808;null;1
Q85776190;;Pas de labels FR;Pas de descriptions;{Q1001059};null;null;1
Q17009477;;Pas de labels FR;Pas de descriptions;{null};null;null;1
Q3638175;;Pas de labels FR;page d'homonymie d'un projet Wikimédia;{null};null;null;1
Q7300727;;Pas de labels FR;Pas de descriptions;{null};null;null;1
Q1320830;;passage;circulation dans un bâtiment;{Q13634881, Q811979};null;null;1
Q1994301;;passé;Pas de descriptions;{Q4423888};null;null;1
Q1472481;;pâte à tartiner;Pas de descriptions;{Q2095};null;null;1
Q477248;;pâtisserie;préparation culinaire sucrée à base de pâte;{Q2095, Q4498085};null;null;2
Q1792374;;patrouille acrobatique;Pas de descriptions;{Q679165, Q12973014};null;null;1
Q6256;ENTITE;pays;région généralement identifiée comme une entité géopolitique distincte;{Q1048835};null;null;1
Q1074;;peau;organe composé de plusieurs couches de tissus;{Q24060765, Q629103};null;null;1
Q166502;;péché capital;dans la tradition chrétienne, péchés dont découlent tous les autres, des vices cardinaux;{Q60227, Q1411242};null;null;2
Q862880;;pédale d'effet;Pas de descriptions;{Q1327500, Q38215930};null;null;1
Q3305213;;peinture;œuvre artistique peinte sur une surface;{Q4502142, Q8205328};null;null;3
Q545779;;péjoratif;terme exprimant une mauvaise opinion de quelqu'un ou de quelque chose;{Q1969448, Q183046};null;null;4
Q34763;;péninsule;partie de terres émergées rattachée à une masse continentale;{Q271669, Q205895, Q35145263};null;null;1
Q172847;;peptide;chaînes courtes naturelles biologiques ou artificiellement fabriquées de monomères d'acides aminés liés par des liaisons peptidiques (amides);{Q355679};null;null;1
Q28474;;périmètre;longueur du tour d'une figure plane;{Q670036};null;null;1
Q15401633;;période archéologique;partie d'un âge archéologique (à ne pas confondre avec les âges égologiques, qui ont beaucoup plus longs);{Q6428674, Q23498};null;null;1
Q392928;;période géologique;subdivision d'une ère sur l'échelle des temps géologiques;{Q4005761};null;null;6
